Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDH12,OUT013,1800.368026
DRE48,OUT010,1196.733308
NCL42,OUT027,5320.326829
FDR21,OUT045,2763.255996
NCW29,OUT035,2187.87588
FDO11,OUT013,4042.370862
NCM31,OUT049,2340.127892
FDV35,OUT019,583.7660082
FDF58,OUT017,1102.050957
NCE43,OUT049,2774.728617
FDA02,OUT035,2381.56912
DRL37,OUT010,-1159.151991
FDR24,OUT018,1211.307919
FDW59,OUT049,1430.468648
FDS22,OUT049,840.5037736
FDW24,OUT017,916.1380617
FDU24,OUT035,1616.502917
FDA21,OUT027,4420.576633
FDH58,OUT027,3338.968657
FDW36,OUT018,1407.048946
FDI45,OUT027,4212.265681
FDU01,OUT018,2681.93936
FDF35,OUT027,3217.757109
FDU43,OUT019,1860.131576
FDE24,OUT019,410.2612066
FDK50,OUT049,2678.946348
FDG31,OUT045,980.7105311
FDC60,OUT045,1403.475796
FDL36,OUT013,1547.584623
FDP21,OUT013,3092.826459
FDW16,OUT045,1408.595263
FDX02,OUT017,3639.834494
FDQ58,OUT027,3917.057613
FDT51,OUT046,1866.133725
FDD59,OUT049,1371.951119
NCM42,OUT018,1488.415792
FDA57,OUT018,418.7241921
FDZ48,OUT035,1886.362621
FDE46,OUT045,2371.120393
NCZ30,OUT019,45.0300359
FDB56,OUT017,3072.105844
FDA25,OUT027,3144.702783
FDD20,OUT013,2090.988802
FDL25,OUT013,1581.777682
NCO18,OUT049,2898.028409
FDJ45,OUT017,684.5669906
FDR12,OUT035,2793.893162
NCF19,OUT010,-1115.171258
FDK25,OUT046,2734.311282
NCR17,OUT046,1917.403085
FDC52,OUT046,2505.933264
NCA54,OUT017,2964.366741
FDR45,OUT010,1874.329762
NCM19,OUT049,1906.059342
FDF39,OUT027,5618.72795
FDX23,OUT049,1645.003876
FDD58,OUT027,3069.560213
FDX28,OUT013,1708.189613
NCD31,OUT013,2672.149439
FDU57,OUT018,2136.979112
FDI27,OUT046,851.8879741
NCM42,OUT046,1824.692496
FDD32,OUT027,2782.583751
FDI34,OUT013,3705.600192
NCM29,OUT049,2163.470494
FDG46,OUT018,1546.933321
DRC01,OUT010,-1086.138123
FDB15,OUT027,5615.083637
NCA17,OUT027,3856.451839
FDF10,OUT046,2449.463521
FDR26,OUT027,4299.365085
FDI02,OUT049,1887.386515
NCM54,OUT010,136.9102973
FDF14,OUT013,2494.468148
FDJ33,OUT010,35.84673023
FDM20,OUT035,3966.204398
FDC03,OUT027,4565.088758
NCX05,OUT046,1957.860878
NCM41,OUT027,2948.840383
NCU29,OUT010,449.8077566
FDQ59,OUT017,1441.893307
FDH46,OUT010,-269.7621021
FDH09,OUT013,933.1739047
NCD06,OUT045,725.8793412
FDC15,OUT035,2564.410336
DRD37,OUT027,2220.506744
FDT28,OUT027,3842.938937
FDR28,OUT027,4064.681876
FDT38,OUT017,1484.931062
FDV34,OUT027,2688.849268
FDY52,OUT035,1116.096036
FDB34,OUT013,1479.690222
DRL23,OUT018,1433.993836
DRB24,OUT046,2543.198004
FDJ50,OUT046,979.8559736
FDQ49,OUT035,2546.269684
FDP20,OUT035,2080.055861
FDV19,OUT027,3995.231406
NCR54,OUT045,3055.392383
FDO09,OUT010,2213.067303
FDS57,OUT018,2018.347526
FDN10,OUT049,1969.736796
FDV23,OUT049,2095.657009
FDY28,OUT049,3477.713893
DRG51,OUT013,2670.59337
FDD45,OUT019,-383.9190468
NCL18,OUT027,4522.051002
NCM29,OUT013,2172.806908
FDF17,OUT027,4573.36082
FDE22,OUT017,2654.089702
FDQ22,OUT017,725.9677615
FDS01,OUT013,2938.486202
FDW35,OUT027,2174.437766
FDJ33,OUT046,2076.492464
NCF54,OUT035,2815.145952
FDE09,OUT013,1853.193455
NCE06,OUT045,2510.432135
DRH49,OUT049,1399.387727
FDY43,OUT045,2649.824793
NCT05,OUT017,4105.51614
FDZ34,OUT045,2983.361951
FDL38,OUT017,1504.546867
FDZ31,OUT017,3103.146308
FDR14,OUT035,1013.02514
NCN54,OUT049,1367.855545
NCC42,OUT027,3692.202536
FDK08,OUT017,1697.256672
FDP59,OUT013,1788.492108
FDV22,OUT035,2585.171408
FDD33,OUT035,3788.03139
DRE60,OUT027,5056.691401
FDK52,OUT046,3675.091904
FDA02,OUT017,2420.470844
FDM56,OUT049,1844.921393
FDE57,OUT035,2343.24003
FDM32,OUT045,1380.626479
NCQ30,OUT027,3409.89428
FDQ27,OUT027,3149.37099
FDT60,OUT027,3461.204098
FDU43,OUT049,3882.830223
NCO55,OUT035,1802.947988
FDG02,OUT045,2968.373895
FDJ28,OUT013,3110.394477
FDP40,OUT045,1738.077305
FDJ38,OUT045,2964.237863
NCC54,OUT017,3905.598624
NCZ41,OUT046,2095.124833
FDK38,OUT019,473.9386608
FDU52,OUT013,2557.162166
FDC40,OUT046,1329.977715
NCR30,OUT017,1301.517213
NCN18,OUT017,1881.694414
FDB50,OUT035,1364.211232
FDG04,OUT013,3069.525882
FDR26,OUT035,2901.672723
NCT17,OUT018,2722.848413
FDX35,OUT027,5049.402774
FDS12,OUT046,2125.714037
NCZ29,OUT027,3476.72433
FDB38,OUT010,660.1260378
FDP12,OUT013,721.3804702
FDP22,OUT046,946.6868075
FDS26,OUT018,3853.145787
FDR52,OUT046,3130.131656
DRJ13,OUT046,2652.001458
FDU48,OUT027,3552.850336
FDE29,OUT035,1085.506832
NCT29,OUT049,2037.099022
DRK37,OUT018,2726.452269
FDK55,OUT046,1506.102936
FDR07,OUT046,1638.247425
FDO21,OUT027,5015.74189
FDK46,OUT049,4198.799362
FDB12,OUT045,1626.202171
FDT31,OUT027,4457.841373
FDJ33,OUT045,1934.431423
FDC26,OUT027,3227.012607
NCQ02,OUT045,2926.932666
FDP08,OUT010,1158.936393
FDB11,OUT027,5034.414718
FDV55,OUT013,2418.3826
FDW20,OUT049,2034.478602
NCJ18,OUT019,40.40228681
FDC41,OUT018,966.7561204
FDE14,OUT027,3096.013385
FDG35,OUT013,2874.76829
FDF45,OUT035,1035.753083
FDS19,OUT027,2724.598397
FDS58,OUT019,641.7513621
FDA26,OUT017,3573.044901
FDM32,OUT049,1510.238968
FDL45,OUT046,2110.685523
FDZ55,OUT049,2627.63653
FDY37,OUT049,2345.287816
FDO46,OUT046,3113.055355
FDQ60,OUT046,2003.929856
FDA19,OUT018,1816.873941
FDL15,OUT046,2543.238461
FDM10,OUT018,3105.647602
NCL05,OUT017,806.802432
DRK49,OUT010,-1197.481082
NCE18,OUT027,5430.194634
FDG40,OUT049,677.3188214
DRI59,OUT045,3453.711804
FDK28,OUT035,4130.372786
NCD06,OUT019,-1115.856542
FDO11,OUT019,2060.130007
FDK27,OUT046,2001.841611
FDT43,OUT027,2300.277063
FDD38,OUT018,1380.676689
FDA16,OUT049,3563.66803
FDL14,OUT027,3914.928911
NCM17,OUT049,824.4109084
FDD20,OUT045,1927.142796
FDA40,OUT045,1374.442661
FDL43,OUT045,1209.209922
FDV15,OUT045,1596.63686
FDE52,OUT046,1536.200422
NCL17,OUT010,386.0898447
NCJ31,OUT045,3723.079791
FDR60,OUT045,1219.570229
NCA18,OUT035,1942.300188
FDS21,OUT027,2502.363739
FDW09,OUT035,1361.590812
FDL26,OUT035,2545.24579
FDS47,OUT018,1177.114859
FDC39,OUT046,3354.905818
FDT51,OUT035,1872.358001
FDK40,OUT035,4236.596278
NCG19,OUT045,3667.714857
FDZ07,OUT046,1107.783515
FDF08,OUT027,2901.747512
FDO04,OUT013,1002.624375
FDK41,OUT018,1087.435493
FDP15,OUT049,4118.988585
NCD43,OUT018,1420.029673
NCP18,OUT013,2459.251195
FDZ51,OUT046,1594.677494
DRH13,OUT035,1829.933336
FDF38,OUT045,623.300163
NCI43,OUT045,765.2727831
FDM38,OUT027,2365.099784
FDS03,OUT013,1150.780813
DRJ47,OUT017,2809.94557
FDT50,OUT010,-336.0195186
FDV02,OUT046,2827.102786
NCG18,OUT017,1758.43508
FDW52,OUT046,2704.826887
FDS40,OUT035,703.1993604
FDN31,OUT017,3115.635317
FDA37,OUT045,1914.694244
FDA15,OUT046,4031.478379
FDL39,OUT046,2961.254603
FDJ53,OUT045,1897.658401
FDX22,OUT013,3419.688081
NCZ42,OUT045,3713.824292
FDD56,OUT027,4260.503819
FDD40,OUT017,3153.964408
FDS50,OUT013,3575.584406
NCN14,OUT013,3013.056139
FDT15,OUT013,2994.915487
NCS18,OUT027,3200.64035
NCO26,OUT010,-67.22416579
FDF58,OUT018,747.1014255
NCB19,OUT013,1488.534918
FDH26,OUT017,2337.547929
DRB24,OUT027,3897.320435
FDA49,OUT018,1134.077104
FDB32,OUT045,1486.358253
FDI36,OUT017,3204.169417
NCA17,OUT010,472.5761577
FDH22,OUT013,2090.416169
NCM26,OUT018,2176.864271
FDT15,OUT027,4370.822884
FDB16,OUT018,1144.969587
NCP54,OUT027,3439.951309
FDJ36,OUT013,1735.094045
FDO28,OUT045,1861.868815
FDU09,OUT013,987.5958606
FDF29,OUT017,2147.418087
FDY08,OUT013,2330.29976
DRJ59,OUT018,366.8821985
FDT23,OUT027,2754.123249
FDU15,OUT018,379.9033836
FDT47,OUT013,1649.09945
FDI53,OUT019,698.7937382
FDR59,OUT018,3873.374683
FDD53,OUT035,772.077197
FDY51,OUT017,3564.200205
FDT04,OUT049,733.7481063
FDU51,OUT049,2895.448447
FDG14,OUT035,2503.312844
NCU06,OUT045,3593.636638
DRG25,OUT046,3037.380609
DRH49,OUT035,1444.513727
FDN15,OUT035,2305.934832
FDL43,OUT018,977.6486031
NCT18,OUT049,2982.507393
NCB31,OUT013,4203.918829
FDK57,OUT035,1996.681686
FDY04,OUT019,700.3093493
NCP54,OUT046,2036.034671
FDF41,OUT013,3944.91115
FDM01,OUT045,1593.033005
FDW03,OUT045,1622.557857
FDF28,OUT045,1910.026038
FDY37,OUT017,2353.068161
FDQ03,OUT017,3835.656436
FDP51,OUT027,3386.101986
FDJ40,OUT017,1869.818496
FDC32,OUT049,1596.806196
DRI49,OUT027,2788.808026
NCW54,OUT017,1004.139986
FDF09,OUT017,730.6764262
FDP45,OUT018,3691.516903
DRJ23,OUT018,2703.64341
FDS59,OUT017,1872.398458
FDY08,OUT046,2305.402657
FDX16,OUT049,2442.666612
FDY16,OUT018,2665.354777
FDK32,OUT035,2521.453496
FDQ22,OUT013,755.5330718
NCC31,OUT018,2218.3055
FDG58,OUT049,2535.909377
DRF48,OUT013,3085.086572
DRH36,OUT049,1284.400455
NCR30,OUT035,1318.633972
FDB03,OUT019,1934.782428
FDZ28,OUT027,3481.884255
FDR35,OUT017,3231.114307
DRD15,OUT027,5139.041683
FDJ33,OUT019,98.91981625
FDA56,OUT010,19.7943228
FDP56,OUT046,889.1527137
NCT30,OUT046,892.3053094
FDK15,OUT017,1703.521406
FDH44,OUT018,2077.397231
FDV01,OUT013,2548.890104
DRG03,OUT017,2515.720938
FDG50,OUT027,2914.647323
FDR16,OUT010,1493.086642
FDZ60,OUT046,1821.08864
DRG03,OUT045,2400.11307
FDS56,OUT018,3899.29568
FDU33,OUT045,703.0704823
DRD27,OUT035,1684.848578
FDW22,OUT046,3614.48613
DRA24,OUT045,2539.956988
FDF38,OUT049,748.2444448
FDX48,OUT013,2544.754073
FDS58,OUT018,2293.939788
FDC32,OUT046,1589.025851
NCQ29,OUT045,4071.766836
DRK39,OUT018,1098.368433
NCS38,OUT017,1920.023505
DRO47,OUT013,1886.854339
DRG27,OUT027,2177.058186
FDC57,OUT027,4498.21825
FDS55,OUT046,2426.614205
NCJ06,OUT018,1656.268951
FDO01,OUT019,181.8022735
NCM55,OUT045,2890.159644
FDC52,OUT049,2512.15754
FDQ15,OUT045,1245.942486
NCT30,OUT027,2258.876292
NCR42,OUT027,2022.637014
FDD28,OUT035,1043.533428
FDQ34,OUT049,1769.778822
FDZ12,OUT027,3739.868041
DRE13,OUT019,-494.7702876
NCN07,OUT019,235.1598783
FDM28,OUT035,2955.562503
FDI10,OUT017,2812.033814
FDQ25,OUT013,2794.917056
FDA38,OUT010,1907.498928
DRI13,OUT049,3512.39867
FDY20,OUT027,2922.959844
NCZ53,OUT035,3056.012979
NCM31,OUT013,2380.585685
DRB01,OUT017,3084.513938
DRF37,OUT046,4221.035588
NCF42,OUT049,2899.624936
FDF16,OUT018,2107.986435
FDB41,OUT013,887.6371025
FDR34,OUT013,3680.211371
FDR15,OUT018,2214.169469
NCV42,OUT019,-94.81388186
FDW51,OUT035,3442.456482
FDU36,OUT017,1655.815444
FDX60,OUT049,1403.072498
FDY03,OUT035,1901.391135
FDW55,OUT045,3861.408097
FDT01,OUT010,1464.585683
FDG58,OUT013,2549.913997
FDK21,OUT017,4024.189752
NCS41,OUT019,1004.362113
FDS10,OUT045,2826.973908
NCT53,OUT046,2709.495094
FDJ28,OUT018,2758.557083
FDX44,OUT045,1362.485827
FDT20,OUT018,388.667164
FDO44,OUT017,1853.193455
NCX17,OUT049,3798.391697
FDY01,OUT017,1956.836985
FDJ12,OUT027,4779.051352
DRK35,OUT018,362.7461672
FDD47,OUT019,787.8195557
NCM53,OUT035,1795.699819
FDO45,OUT013,1502.499081
NCM42,OUT010,-149.0422719
FDE04,OUT046,2938.445745
NCI30,OUT027,5375.280961
FDZ19,OUT013,2860.723212
FDW57,OUT013,2904.784861
FDA25,OUT013,1734.561869
FDT22,OUT046,1061.141904
FDP51,OUT013,1993.077831
FDD48,OUT027,3325.496212
FDY39,OUT035,2986.602967
FDO48,OUT010,1602.381814
FDD23,OUT027,4406.531555
DRN35,OUT027,2093.643553
FDT01,OUT035,3474.110037
FDC20,OUT010,-1001.207879
DRJ35,OUT035,1110.403935
FDB32,OUT046,1600.410052
FDL24,OUT046,2838.486987
NCV42,OUT035,1893.651248
FDZ46,OUT046,1842.300972
FDC15,OUT013,2565.966405
FDD08,OUT019,-1245.872328
FDY50,OUT049,1524.775764
FDD36,OUT013,1996.189969
FDG57,OUT027,2278.040838
FDL21,OUT018,426.5045369
FDN16,OUT027,3105.801059
FDJ09,OUT027,2227.795371
FDS01,OUT010,939.8543311
FDV33,OUT017,4192.083369
DRE12,OUT017,1919.531787
FDR07,OUT013,1655.364184
FDP48,OUT010,1010.288237
NCB55,OUT035,1043.001252
FDQ08,OUT013,1070.970036
FDR34,OUT035,3734.673785
FDO33,OUT046,1889.434301
FDP13,OUT045,597.3791662
FDX12,OUT049,3924.271452
NCT06,OUT049,2731.771777
FDR16,OUT019,1490.804831
FDE36,OUT046,2711.583338
FDZ36,OUT049,3020.263851
FDV13,OUT045,1368.218385
NCZ17,OUT035,706.8032161
FDU56,OUT045,2854.902234
FDM09,OUT035,2800.157896
FDV02,OUT017,2817.766372
FDS34,OUT018,1546.933321
FDA11,OUT049,1626.331049
FDP09,OUT017,3438.320451
FDB29,OUT027,3299.04304
FDT19,OUT017,2831.730535
DRH15,OUT017,831.1673598
FDY38,OUT046,3782.831007
FDF14,OUT027,3881.268027
FDN48,OUT010,-399.7374305
FDQ12,OUT013,3732.58554
NCJ43,OUT045,2690.161212
FDE17,OUT019,535.6087859
FDB05,OUT035,4015.425971
FDH10,OUT045,2999.946534
NCR06,OUT017,777.7692973
FDU32,OUT018,1680.593421
FDD56,OUT049,2844.138629
FDO36,OUT018,2614.617592
FDH16,OUT010,-426.1501451
FDX10,OUT018,344.645973
FDZ37,OUT017,1512.36767
FDU31,OUT010,1538.663902
DRC49,OUT049,2349.423848
FDL15,OUT045,2373.16818
FDN32,OUT019,1059.84842
DRH59,OUT027,2672.264685
NCU29,OUT049,2437.547145
FDR37,OUT019,1024.099291
FDS14,OUT018,2232.801838
FDU02,OUT027,5054.562699
FDJ08,OUT035,3142.580208
NCZ06,OUT045,3949.490937
FDO31,OUT049,1409.296774
FDH31,OUT018,1365.688633
FDS58,OUT017,2628.660423
NCA53,OUT027,2279.596907
FDF50,OUT046,3220.262282
NCW42,OUT049,3607.237961
NCQ17,OUT045,2429.105747
FDK51,OUT018,3900.279116
NCW41,OUT010,594.2794235
NCR29,OUT017,998.4478856
FDB08,OUT019,637.0831552
FDA40,OUT027,2855.065443
FDL14,OUT018,2244.758672
FDB47,OUT046,3370.958225
FDO03,OUT035,3695.772061
DRK13,OUT019,1241.625284
FDX13,OUT010,2012.617611
FDF52,OUT046,2990.779456
FDT11,OUT013,3075.217982
FDB08,OUT013,2634.884699
FDQ28,OUT018,2213.145575
FDD29,OUT045,3930.818109
NCQ29,OUT027,5591.291342
NCO02,OUT013,1157.496806
FDR56,OUT010,1196.733308
NCM54,OUT049,2091.972238
FDP51,OUT035,1960.400382
FDT38,OUT013,1461.590028
FDZ20,OUT018,3732.958132
FDJ53,OUT013,2019.490545
FDX13,OUT049,4020.585896
FDP58,OUT035,3573.044901
NCK31,OUT019,-1026.217633
FDA35,OUT018,1708.070487
FDV37,OUT018,2883.453403
NCO07,OUT027,4843.260982
FDA20,OUT045,2913.992396
FDZ59,OUT035,2763.91705
NCY17,OUT017,841.527667
FDQ28,OUT035,2526.081245
FDV35,OUT017,2548.890104
FDQ36,OUT013,691.7747021
FDD34,OUT018,2329.156741
FDK51,OUT045,4124.06009
FDV31,OUT035,2875.751726
FDR04,OUT035,1635.094829
FDR14,OUT049,1006.800864
DRC36,OUT010,862.6235163
FDE39,OUT019,42.98224915
FDP57,OUT049,1767.239318
FDE57,OUT046,2340.127892
NCN18,OUT046,1877.026207
NCQ05,OUT018,2126.086629
FDW47,OUT035,2009.08978
FDV46,OUT035,2287.262005
NCP29,OUT045,976.5744998
FDE09,OUT018,1510.692475
NCU06,OUT027,5094.488316
FDT19,OUT010,851.7714913
DRF15,OUT017,2511.584906
DRI51,OUT013,2792.337093
NCX54,OUT013,1765.110615
DRE01,OUT013,3901.422135
NCB07,OUT045,3041.387763
FDU50,OUT035,1918.467436
FDG40,OUT035,674.2066835
FDW10,OUT018,2523.914332
FDX51,OUT013,3163.752082
NCP17,OUT045,981.2427067
FDP21,OUT035,3064.817217
FDL04,OUT045,1637.054196
FDV23,OUT013,2058.311354
FDF24,OUT046,1406.144178
FDH56,OUT027,3290.198344
FDB51,OUT049,1101.027064
FDI58,OUT027,2998.63459
FDR20,OUT013,873.6729396
FDC51,OUT018,1704.426173
FDB16,OUT027,2860.265825
FDE40,OUT049,1084.442481
NCM17,OUT035,822.8548394
FDU56,OUT035,3026.528584
FDS32,OUT019,358.9513886
FDX02,OUT049,3633.610218
FDT39,OUT027,3895.313106
FDE35,OUT017,1029.528807
NCI42,OUT019,1435.931615
DRL23,OUT046,1788.943368
FDA10,OUT046,2044.347191
FDA11,OUT013,1630.999256
NCM06,OUT046,2550.978348
NCT05,OUT035,4150.64214
NCQ02,OUT010,1047.020801
NCY06,OUT049,2160.890532
FDY56,OUT035,3639.302318
FDL02,OUT035,1769.778822
NCI06,OUT035,2918.216848
FDQ14,OUT045,2334.839089
FDQ12,OUT017,3695.239885
FDP36,OUT046,898.9808453
FDK21,OUT027,5421.882114
FDO40,OUT045,2299.581678
NCK54,OUT019,-6.23932431
FDY09,OUT018,2542.095442
NCW30,OUT049,4199.331538
NCC55,OUT027,2083.242788
FDE58,OUT018,1616.343334
FDR39,OUT013,3012.564421
FDU28,OUT049,3052.900841
FDH08,OUT017,3690.571678
FDG35,OUT045,2729.595112
FDG22,OUT049,690.7508087
FDC34,OUT035,2582.591445
FDP15,OUT018,3757.814778
FDK34,OUT010,1874.861938
FDU45,OUT035,1943.896715
FDQ04,OUT027,2137.624286
FDX22,OUT018,3055.402135
FDB45,OUT017,1755.282484
NCH43,OUT027,4897.150762
DRE60,OUT046,3634.101935
FDD17,OUT027,5193.914899
NCM54,OUT017,2123.093617
NCH55,OUT013,2125.181861
NCT06,OUT017,2713.098949
FDA48,OUT027,4965.496423
FDY58,OUT027,5070.655564
FDO25,OUT045,3287.49563
FDN50,OUT045,1475.997946
FDH35,OUT035,2709.495094
FDK09,OUT045,3538.150331
FDO16,OUT013,1423.752655
FDW11,OUT045,990.6195783
FDU47,OUT027,3703.095019
NCQ42,OUT010,150.9149179
FDK55,OUT027,2905.351367
FDN08,OUT049,1951.596144
FDT57,OUT045,3698.263603
FDJ12,OUT018,3020.185183
DRL59,OUT017,955.450588
NCN53,OUT046,688.7030219
FDO51,OUT010,-1167.956229
FDK56,OUT017,3074.194089
FDY12,OUT035,956.5553969
FDU15,OUT035,708.3997429
FDQ19,OUT046,3921.651031
DRF15,OUT045,2397.533107
DRE25,OUT019,-401.5275231
FDK57,OUT018,1644.844293
FDD33,OUT010,1753.609932
FDR34,OUT027,5076.347664
FDU04,OUT045,1885.701568
FDE35,OUT019,-893.5814266
NCD31,OUT035,2675.261577
FDJ56,OUT035,1699.877092
NCU53,OUT046,2703.762536
FDD39,OUT035,3488.033742
NCU17,OUT019,-221.7175301
FDJ20,OUT046,2060.399598
NCW41,OUT018,2233.293556
FDL52,OUT035,734.8124575
FDS39,OUT035,2341.151785
DRJ47,OUT045,2705.230184
FDP13,OUT010,-1224.958148
DRK39,OUT010,-568.6549408
FDF28,OUT010,112.5858272
FDB09,OUT045,1952.0399
FDM51,OUT046,1698.280566
DRM49,OUT018,492.8024112
DRF23,OUT013,2883.572529
DRH01,OUT035,2829.642291
FDH12,OUT027,3185.611836
FDA28,OUT019,107.6835967
FDW37,OUT018,1196.771122
FDF02,OUT046,1757.902904
DRL37,OUT046,817.6949147
NCF43,OUT046,2345.287816
FDH08,OUT010,1699.720152
FDR34,OUT019,1735.316172
NCK19,OUT049,3177.79716
NCD55,OUT018,454.4733205
FDT27,OUT049,3780.210587
FDQ57,OUT045,2286.149691
FDA47,OUT035,2670.101652
DRG15,OUT027,2499.783777
FDE05,OUT018,2056.676617
FDN46,OUT046,1708.640873
FDX27,OUT027,2960.224583
FDT51,OUT045,1717.848408
FDU33,OUT013,838.9072469
FDJ16,OUT027,2443.314034
FDD20,OUT019,71.4022927
FDT36,OUT049,663.8059185
DRF15,OUT027,3889.048372
FDN52,OUT010,-480.0399254
FDC22,OUT027,4495.106112
FDX15,OUT045,2499.047935
FDT13,OUT013,3054.45691
FDU04,OUT017,2027.762608
FDU31,OUT019,1531.713884
FDW59,OUT027,2848.389907
NCO29,OUT046,2712.607232
FDL15,OUT035,2513.673151
FDI41,OUT049,2405.89359
FDQ48,OUT049,1679.688654
DRI39,OUT013,1007.784299
FDI08,OUT013,4047.039069
FDC21,OUT049,1854.789982
FDF58,OUT035,1112.94344
FDS08,OUT010,919.1337167
FDE47,OUT045,1914.694244
NCP18,OUT019,537.6970305
NCR41,OUT013,1649.139908
FDA27,OUT013,4099.291864
FDA43,OUT035,3162.728189
FDA49,OUT045,1346.965595
NCE55,OUT018,2562.816056
DRM49,OUT027,2232.995753
FDF22,OUT027,4852.06522
FDQ15,OUT018,1045.502546
NCS54,OUT017,2864.859243
NCY05,OUT013,708.9319185
FDR45,OUT046,3871.405565
FDK57,OUT049,2029.359135
FDF41,OUT010,2013.190244
FDV21,OUT046,2098.236971
FDD51,OUT046,847.2197673
FDF33,OUT046,1849.097882
FDA38,OUT046,3854.780524
FDR56,OUT045,3047.079863
NCN41,OUT017,2036.034671
FDC60,OUT027,2887.210716
FDB47,OUT045,3235.121461
DRH01,OUT013,2873.212222
FDW08,OUT046,1775.470923
FDF38,OUT027,2127.263979
FDY32,OUT017,2677.881997
FDG34,OUT049,1847.009637
FDG47,OUT019,2231.546564
NCF18,OUT035,3096.922032
FDL39,OUT019,986.7940941
NCH55,OUT035,2101.840827
DRJ35,OUT049,1088.61897
FDS44,OUT035,3861.0048
DRE01,OUT018,3541.804396
FDY39,OUT013,3011.50007
FDY32,OUT018,2308.927844
FDR33,OUT027,3248.305855
NCP50,OUT049,1404.096392
FDZ47,OUT018,1325.23084
FDU57,OUT049,2512.15754
FDY44,OUT013,3167.888113
DRH59,OUT018,939.851688
FDB03,OUT027,5257.141093
FDY46,OUT045,2907.235945
FDM39,OUT045,2758.015156
FDY36,OUT035,1307.249771
NCM55,OUT035,3010.435719
FDJ50,OUT010,-1031.224449
DRL60,OUT013,2490.332117
NCJ54,OUT049,3756.91001
FDX59,OUT017,669.5384766
FDI07,OUT013,3239.959003
DRF51,OUT010,-1234.254104
FDM14,OUT017,1850.121775
FDP21,OUT045,2924.312246
FDE40,OUT035,1123.344205
FDE05,OUT035,2428.742907
FDM13,OUT027,3586.05996
FDC34,OUT027,3958.498842
NCI55,OUT018,1702.378387
NCE43,OUT018,2418.223016
FDW58,OUT018,1456.843153
FDG60,OUT045,3650.598098
FDV31,OUT017,2886.644209
FDR47,OUT013,3165.840327
FDM60,OUT019,-1202.87503
NCF06,OUT018,3813.260627
NCN26,OUT027,3340.484268
FDQ59,OUT049,1476.126824
FDF09,OUT046,712.0035986
NCS06,OUT017,4263.04945
FDT44,OUT046,1978.049317
FDI19,OUT017,3943.435997
FDT22,OUT017,1075.146525
NCF54,OUT027,4177.048728
DRG25,OUT045,2892.207431
FDB59,OUT017,3212.973655
FDQ37,OUT017,3171.572885
FDP56,OUT035,889.1527137
FDW44,OUT035,2816.742479
FDJ26,OUT010,1496.19878
FDU43,OUT018,3485.866829
FDW33,OUT045,1631.853813
NCX53,OUT027,3747.156668
FDN56,OUT010,424.951111
DRF15,OUT049,2513.140975
FDO33,OUT017,1923.667819
FDZ39,OUT010,-236.0607605
NCJ19,OUT017,1004.139986
FDU01,OUT035,3016.659995
FDT12,OUT035,3629.965904
NCM18,OUT018,755.9461215
FDP19,OUT017,2147.950263
NCR42,OUT049,657.6221004
FDN10,OUT046,1988.409624
FDG44,OUT017,994.352312
FDQ10,OUT046,2812.033814
DRH13,OUT049,1784.807336
FDT52,OUT013,3955.311915
FDM56,OUT045,1723.089249
NCO43,OUT010,-271.8098889
NCV29,OUT035,2901.140547
NCF06,OUT013,4191.551193
FDO50,OUT035,1564.660924
FDT59,OUT013,3718.048744
FDX40,OUT027,2089.958782
FDE50,OUT017,3042.540534
FDX51,OUT017,3207.322013
NCD30,OUT018,1324.739122
FDK15,OUT013,1706.633544
FDL12,OUT045,951.758312
FDK46,OUT017,4180.126535
DRH49,OUT010,-596.1320065
FDQ57,OUT046,2428.210731
FDY59,OUT017,1596.806196
FDO09,OUT018,3862.973918
NCG30,OUT035,2109.66163
FDM09,OUT017,2767.480448
NCN17,OUT027,3090.813003
NCS42,OUT013,1541.852065
FDD02,OUT019,-14.06012692
FDE34,OUT013,2980.419149
FDU38,OUT045,2996.874854
FDB33,OUT046,2593.935188
NCJ29,OUT017,1493.7353
FDZ27,OUT035,891.732676
FDI40,OUT013,1694.67671
FDG22,OUT013,731.2086017
FDT51,OUT017,1866.133725
FDF20,OUT018,2880.87344
FDV50,OUT035,2043.815015
FDT02,OUT049,705.8197805
DRC49,OUT017,2392.993779
FDF26,OUT049,2507.940593
FDV52,OUT035,1988.941799
FDX59,OUT049,691.3234421
FDV25,OUT035,3597.901547
FDW23,OUT027,2119.524092
FDE53,OUT018,1467.20346
FDA19,OUT017,2167.155266
FDH22,OUT046,2104.420789
NCO41,OUT013,1665.151857
FDX12,OUT017,3897.818279
FDF17,OUT013,3206.789837
FDS11,OUT045,3458.380011
FDR51,OUT035,2477.924023
FDT49,OUT010,-198.2638454
FDC56,OUT013,2013.798445
FDR13,OUT027,3330.656137
FDQ60,OUT035,2016.378407
FDN38,OUT049,4013.297269
NCL29,OUT013,2599.135571
FDO13,OUT027,4071.39787
FDE26,OUT018,2029.731727
FDA31,OUT010,837.7668706
FDX14,OUT035,1314.989658
FDA34,OUT045,2708.342322
FDF26,OUT013,2525.057352
FDE38,OUT045,2591.266806
DRI11,OUT046,1910.154916
FDQ60,OUT027,3362.720494
FDL21,OUT027,2130.908293
DRC12,OUT027,4506.571228
FDC47,OUT046,3690.07996
FDE57,OUT045,2177.837955
